流水號,大類別,From,post_url,created_time,post_type,postID,post_message,status_type,link,轉貼標題(name),留言數,按讚數,分享數,update_time
1,post,馬英九總統(118250504903757),http://www.facebook.com/118250504903757_1094020483993416,2016/01/19 13:30:10,photo,118250504903757_1094020483993416,昨天我接見了美國前副國務卿伯恩斯（William Burns）先生，他這次以美國高階特使的身份在大選後來到臺灣。上週六選舉結果揭曉後，美國國務院發表了公開聲明，除了向民進黨蔡英文主席表示祝賀，也公開感謝我上任後這幾年致力與美國發展堅實夥伴關係，並對我們近年來為改善兩岸關係所採取的具體措施表示讚賞。（The United States thanks President Ma Ying-jeou for his efforts to develop a strong partnership with the United States and applauds him for concrete steps he has taken to improve cross-Strait ties in recent years.）。（美國國務院新聞稿連結: http://goo.gl/fuJf6q）這次來訪，伯恩斯先生也告訴我，「臺美間的非官方關係從來沒像目前這麼好（has never been better），您對此有極大的功勞（deserve much credits）」，本次的選舉結果，也再次彰顯臺灣民主是一個成功的故事。對於這些來自美國國務院的肯定，我也特別向伯恩斯先生表達感謝。我也告訴伯恩斯先生，上個禮拜我國和平完成了總統大選，過程十分平和，顯示臺灣民主已逐漸成熟，也代表中華民國憲政秩序穩固。選舉結果出爐後，我也致電蔡英文主席，除了表達我的衷心祝賀，也希望新的政府上任後，能夠持續維持臺海和平與繁榮的現狀。,added_photos,https://www.facebook.com/MaYingjeou/photos/a.140389499356524.27404.118250504903757/1094020483993416/?type=3,Timeline Photos,1667,29206,475,2016/01/19 13:30:10
2_5246,comment,趙海薇(836790836391588), ,2016/01/18 01:44:35, ,1092410017487796_904327666352577,各位小綠綠們”你們現在是一黨獨大哦！小英下令 謙卑 謙卑  再謙卑~ 不要不聽你們總統的話喔! 以後有什麼事別再推給馬總統先生了~OK, , , , ,1, , ,
2_5247,comment,竺兒(342315272634815), ,2016/01/18 01:46:38, ,1092410017487796_939070689504859,卸任後好好休息吧您辛苦了??, , , , ,2, , ,
2_5248,comment,范智祥(932467823481293), ,2016/01/18 01:49:14, ,1092410017487796_801894739954270,裝睡的人叫不醒，新聞也沒在看，不食人間煙火，難怪會慘敗，八年過去，還在拼經濟.. http://www.appledaily.com.tw/realtimenews/article/new/20160117/777463/, , , , ,1, , ,
2_5249,comment,趙海薇(836790836391588), ,2016/01/18 01:50:37, ,1092410017487796_973860732669539,什麼叫死皮賴臉 ” 這可是馬總統的FB 你進來幹嘛 既然你們已經勝選 為什麼不去小英的fb恭喜她呢 ~跑來這裡罵個屁啊！ 白目 那妳又有什麼路用丫。 想來討罵嗎” 別得了便宜還賣乖~ 滾, , , , ,6, , ,
2_5250,comment,Angie Kuo(1011833838846449), ,2016/01/18 01:54:24, ,1092410017487796_801896593287418,別吵了有瞻量四個月後直接宣布臺灣獨立?, , , , ,0, , ,
2_5251,comment,蔡蔡(1526572644306544), ,2016/01/18 01:55:02, ,1092410017487796_1093258507402947,ㄌㄌㄍ, , , , ,0, , ,
2_5252,comment,郭承澔(1668242086790304), ,2016/01/18 01:56:03, ,1092410017487796_939077326170862,也許你們還是舊國民黨們的思想，騙騙人民，自己沒有責任，但社會進步了，一堆人停在舊國民黨們的思想，你們永遠無法進步，只好停在有媒體沒網路的舊時代.那你們和共產黨有什麼差別呢??希望你們下一次，再用心助選，因為有你們的助選，台灣才會更進步及民主.也感謝你們叫醒了人民., , , , ,1, , ,
2_5253,comment,??(154110518301260), ,2016/01/18 01:57:15, ,1092410017487796_939077619504166,並不是中國網民非逼著她出來道歉，也可以從視頻看得出她的不情願。我知道這種想法不是人家一兩句能夠發生影響的。但是她舉旗不是重點，是她在節目及公眾場合言論過失，作為公眾人物即使是才十六歲，也要為自己的言行負責吧。她想來大陸發展，言論引起不滿，大陸消費者抵制消費，這是人權自由吧？她也可以完全不來，她想做什麼就做什麼，奈何jyp坐不住呀，逼著她出來道歉，而她自己也接受了這種做法，她完全可以拒絕，畢竟自主選擇權在她自己身上，這麼坐講白了，就是迎合消費者而已。, , , , ,0, , ,
2_5254,comment,Bonnie Zhang(1660845744132869), ,2016/01/18 02:02:32, ,1092410017487796_973864512669161,不?, , , , ,0, , ,
2_5255,comment,凌徵鈜(491221227696423), ,2016/01/18 02:24:21, ,1092410017487796_939088812836380,老K獨台馬8年未改<皇民教材>， 才是核心， 愧對中華民族. 由老D黨慣性<聽我的才是團結， 聽你的門都沒有!>， 台灣還未到最後決裂點<中華民國 vs. 台灣共和國>的軍事內戰， 等著看!, , , , ,1, , ,
2_5256,comment,Ashley Jossi(420062068168149), ,2016/01/18 02:25:09, ,1092410017487796_801912416619169,馬總統 8年來 辛苦了, , , , ,2, , ,
2_5257,comment,張哲豪(614980241936944), ,2016/01/18 02:33:02, ,1092410017487796_939091566169438,不好意思你的照片借我一下 我要做關於感謝馬總統影片～謝謝你, , , , ,0, , ,
2_5258,comment,Fang Chen(1068944403121364), ,2016/01/18 02:33:06, ,1092410017487796_1093270357401762,你最厲害的數字會說話~, , , , ,0, , ,
2_5259,comment,Sheep Easter(933244636762671), ,2016/01/18 02:35:45, ,1092410017487796_973874839334795,我?永??住你每次????的那一刻, , , , ,0, , ,
2_5260,comment,段正淳(225313711136801), ,2016/01/18 02:36:23, ,1092410017487796_1093271367401661,?先生，你好，我并?有?得中?民?有??，?岸非要?是分?的?，我就??我既是中?民?人，也是中?人民共和?人，因?只有一?中?，?不?名字不是??所在，大?有大?的想法，台?有台?的想法，我?能?一种玩法，大家都可以接受的, , , , ,0, , ,
2_5261,comment,鄭登仁(871957139509006), ,2016/01/18 02:40:35, ,1092410017487796_904347899683887,馬總統懇請回任黨主席！, , , , ,0, , ,
2_5262,comment,呂佳峰(927420190655904), ,2016/01/18 02:46:03, ,1092410017487796_801924836617927,詐騙集團！, , , , ,1, , ,
2_5263,comment,Gladys Kao(1030593980295133), ,2016/01/18 02:49:21, ,1092410017487796_973879802667632,http://mp.weixin.qq.com/s?__biz=MjM5NDU1MDQ0NQ%3D%3D&mid=401703920&idx=1&sn=39b5b26d0849d561cb0d5275fb68bdb2&scene=2&srcid=0112lRFA2662gamwhOepKrNq&from=timeline&isappinstalled=0#wechat_redirect為什麼不辯解？如果您真的做得好，為什麼不為自己、為同僚、為支持您的人辯解呢？, , , , ,0, , ,
2_5264,comment,趙海薇(836790836391588), ,2016/01/18 02:49:48, ,1092410017487796_1093275144067950,不喜歡看馬總統的貼文就滾去小英哪~取暖去!?在這裡?你家小英的瞼~謙卑蔡主席有下令哦…, , , , ,0, , ,
2_5265,comment,張宇碩(1706174469609365), ,2016/01/18 02:51:02, ,1092410017487796_939097969502131,馬總統我知道你已經盡力做到最好了，在我心中我永遠支持你，國民黨加油。。。, , , , ,1, , ,
2_5266,comment,Dick Wang(183610828666827), ,2016/01/18 02:55:02, ,1092410017487796_801928479950896,對了 ！輸掉選舉還是要記得貼文民眾才知道你們有在做事不然無感就不好了！, , , , ,0, , ,
2_5267,comment,范文亮(894307950626634), ,2016/01/18 02:57:56, ,1092410017487796_904353146350029,辛苦了, , , , ,0, , ,
2_5268,comment,陳正欽(149834335388593), ,2016/01/18 02:59:26, ,1092410017487796_939102686168326,你在那裏。毛你那。吳。白賊你。你這童子軍 。, , , , ,0, , ,
2_5269,comment,陳正欽(149834335388593), ,2016/01/18 03:01:11, ,1092410017487796_973884119333867,你不要逃。笑死人。, , , , ,0, , ,
2_5270,comment,鍾爵(1032283500134224), ,2016/01/18 03:07:59, ,1092410017487796_801936389950105,未來民進黨執政若薪水沒漲，你們綠色的朋友們記得找蔡英文總統討錢。, , , , ,0, , ,
2_5271,comment,XnWill Yu(1100817206598757), ,2016/01/18 03:08:39, ,1092410017487796_973887822666830,誰在做事，誰在分裂，歷史終將還你們公道...只是這個公道，恐怕要建立在很多後來人的苦難中了...謝謝你們的努力, , , , ,0, , ,
2_5272,comment,鍾爵(1032283500134224), ,2016/01/18 03:09:38, ,1092410017487796_801938816616529,未來臺灣年輕人失業更嚴重請去找民進黨算帳。, , , , ,0, , ,
2_5273,comment,楊斯羽(1106490599368405), ,2016/01/18 03:10:51, ,1092410017487796_939107552834506,支持520後，清算馬英九這國賊。, , , , ,0, , ,
2_5274,comment,趙海薇(836790836391588), ,2016/01/18 03:13:56, ,1092410017487796_939108352834426,康先生你可能?人民幣可賺~還是?有國際觀才會在此分化民心~民進黨誰可以出?發誓~拒絕跟大陸做生意，用大陸貨，去大陸觀光~只有國民黨嗎？, , , , ,2, , ,
2_5275,comment,Michael Chi(548569971968401), ,2016/01/18 03:22:24, ,1092410017487796_1093287737400024,???我支持您, , , , ,0, , ,
2_5276,comment,Michael Chi(548569971968401), ,2016/01/18 03:22:52, ,1092410017487796_973893149332964,中?民?万?, , , , ,0, , ,
2_5277,comment,塵點顛(1159866784030755), ,2016/01/18 03:34:01, ,1092410017487796_973897695999176,覺得馬總統蒼老許多?馬總統要好好吃保健食品，讓身體健康。, , , , ,0, , ,
2_5278,comment,Wu Bensonn(114440008899059), ,2016/01/18 03:35:57, ,1092410017487796_801951859948558,??您是怎麼了？？??蔡正元?：林榮三的葬禮ㄧ肚子氣選後可以講了林榮三是什麼東西大家很清楚林榮三死後的葬禮馬英九和朱立倫都去向他鞠躬很不能令人接受！有重要的國民黨員過世也沒看到馬朱都到如果未來有某人的葬禮國民黨的大頭也去鞠躬那就令人不齒！, , , , ,0, , ,
2_5279,comment,好會贏(916332165056586), ,2016/01/18 03:36:03, ,1092410017487796_801951889948555,敗家王！輸掉總統，立委，地方！您真好棒棒！, , , , ,0, , ,
2_5280,comment,韋柏旭(421695004622332), ,2016/01/18 03:39:12, ,1092410017487796_973899769332302,馬總統，臺灣有您的領導真好，您辛苦了, , , , ,1, , ,
2_5281,comment,石鎮豪(371163899752495), ,2016/01/18 03:44:59, ,1092410017487796_1093295354065929,你們黨內這號人物開始要玩切割內鬨了唷https://www.facebook.com/tsaichengyuan/posts/1123241777716747, , , , ,0, , ,
2_5282,comment,Emily Chang(10206280782883474), ,2016/01/18 03:45:18, ,1092410017487796_973901705998775,空心菜上任 .. 兩岸問題與南海棘手問題 ..能救她的只有馬總統 .當初罵國民黨也應驗了 ... 馬習會已經明白到不能明白 ...這個蠢女人就等著笨到受死吧  ...不希望馬總統心軟救空心菜  .. 她自找的, , , , ,5, , ,
2_5283,comment,孫婷(875416129189115), ,2016/01/18 04:00:34, ,1092410017487796_904383139680363,馬總統辛苦了，你已經做得很好了！, , , , ,0, , ,
2_5284,comment,Emily Chang(10206280782883474), ,2016/01/18 04:04:32, ,1092410017487796_973909119331367,馬總統不用擔心?空心菜要是敢嫁禍你把你關進去?擺明向國際對馬習會重打一巴掌，各國元首全部會躲空心菜遠遠的?這是習大大送你的堅持兩岸和平禮物?除非空心菜這個蠢女人夠笨提早自尋死路?習大大早算到空心菜會對你出陰招了, , , , ,6, , ,
2_5285,comment,周州(726302147504130), ,2016/01/18 04:06:50, ,1092410017487796_939128372832424,???，您好。我是大?人。我想?，不是每?大?人都是非黑白不分的。周子瑜?有?，她只是倒在了?酷的??里面。我?每?人又何?不是，身不由己！另外，?于?次??，?然?民党?次??失?，但是我相信你???山再起的！至于民?党，我支持他?的自由??，但是我不?同他?的政治理念。希望?民党加油，振?台?，振?中?，振?整?中?民族！加油！?岸的中?同胞一?真?祝福?党！, , , , ,0, , ,
2_5286,comment,賴昕岑(697480810380384), ,2016/01/18 04:08:31, ,1092410017487796_904385263013484,加油??????馬總統做的也是有人看得到的～您不是最完美、但也不至於需要被講的如此無能！我們竭盡所能就可以了，謝謝你這八年的辛勞??????, , , , ,1, , ,
2_5287,comment,上山收信(10204023079923933), ,2016/01/18 04:30:39, ,1092410017487796_973916882663924,黃安一回國可以用內亂外患罪逮捕到案嗎？, , , , ,2, , ,
2_5288,comment,Cathy Chiu(1426082864351969), ,2016/01/18 04:32:48, ,1092410017487796_973917969330482,馬大人您好: 朱立倫總統仍是國民黨黨主席， 朱立倫總統在新北市有任期四年， 現在朱立倫總統可以銷假回新北市仍舊是新北市長， 朱立倫總統的國民黨黨主席仍有四年任期， 朱立倫總統有二個很好的職位， 馬總統要卸任了， 朱立倫總統一定要繼續負起朱立倫國民黨黨主席及新北市長的大責， 再把四年做好做滿， 國民黨大家都盡力了， 朱立倫總統已經有二張國民黨黨主席的當選證書及新北市長的當選證書， 要做到任期結束還是可以連任國民黨黨主席， cheers! 星雲大師說這次選舉朱立倫總統已經盡力了， 做得好不管有沒有當選都是總統的， 朱立倫總統仍舊可以進入總統府的., , , , ,0, , ,
2_5289,comment,黃鎮祥(1664787010405145), ,2016/01/18 04:35:40, ,1092410017487796_904394749679202,20年前大陸是一個窮困潦倒的國家當時台灣是最友善而且給予很大的幫助。現在大陸強大了。台灣目前經濟不好。在我們最須要幫助的時候不幫我們就算了。還無時無刻打壓台灣還在背後桶我們一刀。這教兩岸一家親嗎？台灣是民主文明國家。不是封建制度國家。我們是用選舉。執政不是像大陸要拿槍拿命來革命。台灣以前比你們強大過我們沒對你們這樣過。請大陸領導習主席。參考在下的見解。世界大同。人人都有生存的空氣跟自由, , , , ,1, , ,
2_5290,comment,John Kou(10204055580656707), ,2016/01/18 04:36:27, ,1092410017487796_1093313494064115,其實之前大陸的抗日戰爭勝利七十的閱兵，有國民黨老兵巡遊，有藍天白日旗在飄揚，大陸政府會為一個十六歲小女孩、小小一面旗而動氣，至於黃安和一些言論刻薄的網民是不是收了美金真的難說。這事就讓國民黨敗得更慘，大陸不可能希望有這結果，蔡當家後大概會否定九段線，說釣魚台不屬于台灣，為美國加強再加強監控大陸潛艇進出，這絕不是大陸想看見的。至於綠營會不會急於台獨，借故引日軍進台，一兩年內可能分曉。就算綠營暫時不會把台灣奉送給日本，加強皇民洗腦教育是必然的。而且一定四出大貪特貪，重點沒有可以制衡，藍營入選的也要聽金平哥的話，金平哥一定站在綠營這邊，邱毅又選不上，綠營一定壓國民黨新黨，甚至修改法例讓他們以達不到參選的門檻。當然馬總統應該首先處理今天早上極可能出現的股災，或者真的要找大陸共同面對。馬總統加油吧, , , , ,0, , ,
2_5291,comment,Jerry Liu(10207190773358274), ,2016/01/18 04:37:05, ,1092410017487796_904398996345444,馬英九總統不管你做的好坏，但這二次潰敗你負大部分的責任，這是無可推卸的，你實在對不起國民黨。還有幾個月的時間，你己無法也不該做什麼大政策決定。但是我認為你可以做一些對黨有貢獻的事，這樣也許能讓國民黨從地上爬起來。我要建議的事1.不要再躲在總統府內接見來賓或開無用的會議。2.換上便服，球鞋，用剩下的時間，從最南端屏東往北行。3.這無關選舉，而是與民眾直接?話說明理念，傾聽民怨。4.從小社區鄉里，宮廟，到大中小學禮堂。舉辦國事說明與回顧。5.與最反他的人民交談，說明。不要怕被羞辱。6與最支持他的同志道歉，傾聽他們的真心話。7.與各級學校學生會談鼓勵他們有夢想，去追求。8從南到北到東，卸任前走一遍，去挽回人民對國民黨的信心。千萬不要去別國家去畢業之旅。誠實，誠懇，誠意的直接面對人民，不信民心喚不回。希望馬英九總統你能看到此看到此篇文章。, , , , ,0, , ,
2_5292,comment,Cathy Chiu(1426082864351969), ,2016/01/18 04:41:57, ,1092410017487796_939160802829181,馬大人您好: 朱立倫總統仍是國民黨黨主席， 朱立倫總統在新北市有任期四年， 現在朱立倫總統可以銷假回新北市仍舊是新北市長， 朱立倫總統的國民黨黨主席仍有四年任期， 朱立倫總統有二個很好的職位， 馬總統要卸任了， 朱立倫總統一定要繼續負起朱立倫國民黨黨主席及新北市長的大責， 再把四年做好做滿， 國民黨大家都盡力了， 朱立倫總統已經有二張國民黨黨主席的當選證書及新北市長的當選證書， 要做到任期結束還是可以連任國民黨黨主席， cheers! 星雲大師說這次選舉朱立倫總統已經盡力了， 做得好不管有沒有當選都是總統的， 朱立倫總統仍舊可以進入總統府的.best regards邱俐敏小姐2016/1/17, , , , ,0, , ,
2_5293,comment,Cathy Chiu(1426082864351969), ,2016/01/18 04:42:00, ,1092410017487796_1093316184063846,馬大人您好: 朱立倫總統仍是國民黨黨主席， 朱立倫總統在新北市有任期四年， 現在朱立倫總統可以銷假回新北市仍舊是新北市長， 朱立倫總統的國民黨黨主席仍有四年任期， 朱立倫總統有二個很好的職位， 馬總統要卸任了， 朱立倫總統一定要繼續負起朱立倫國民黨黨主席及新北市長的大責， 再把四年做好做滿， 國民黨大家都盡力了， 朱立倫總統已經有二張國民黨黨主席的當選證書及新北市長的當選證書， 要做到任期結束還是可以連任國民黨黨主席， cheers! 星雲大師說這次選舉朱立倫總統已經盡力了， 做得好不管有沒有當選都是總統的， 朱立倫總統仍舊可以進入總統府的.best regards邱俐敏小姐2016/1/17, , , , ,0, , ,
2_5294,comment,Cathy Chiu(1426082864351969), ,2016/01/18 04:42:03, ,1092410017487796_1093316200730511,馬大人您好: 朱立倫總統仍是國民黨黨主席， 朱立倫總統在新北市有任期四年， 現在朱立倫總統可以銷假回新北市仍舊是新北市長， 朱立倫總統的國民黨黨主席仍有四年任期， 朱立倫總統有二個很好的職位， 馬總統要卸任了， 朱立倫總統一定要繼續負起朱立倫國民黨黨主席及新北市長的大責， 再把四年做好做滿， 國民黨大家都盡力了， 朱立倫總統已經有二張國民黨黨主席的當選證書及新北市長的當選證書， 要做到任期結束還是可以連任國民黨黨主席， cheers! 星雲大師說這次選舉朱立倫總統已經盡力了， 做得好不管有沒有當選都是總統的， 朱立倫總統仍舊可以進入總統府的.best regards邱俐敏小姐2016/1/17, , , , ,0, , ,
